Time,SolarGeneration(MW), Air_Density(kg/m³), CloudCover, Humidity(%RH), Precipitaion(mm), Temperature(°C), WindSpeed(km/h),Surface_Pressure(hPa), Direct_radiation(W/m²)
4/29/2022 12:00,1030,1.13,0.9,7,0,37.6,6.4,1004,514
4/29/2022 12:15,1020,1.12,0.84,7,0,37.9,6.4,1003,509
4/29/2022 12:30,1020,1.12,0.83,7,0,37.6,6.5,1003,509
4/29/2022 12:45,1030,1.12,0.89,7,0,37.9,6.4,1003,512
4/29/2022 13:00,1020,1.12,0.79,7,0,38.1,6.5,1003,509
4/29/2022 13:15,751,1.12,0.79,8,0,38.1,9.9,1002,373
4/29/2022 13:30,464,1.12,0.62,8,0,38,10.2,1002,207
4/29/2022 13:45,772,1.12,0.77,8,0,38,7.8,1002,378
4/29/2022 14:00,497,1.12,0.47,8,0,37.9,11.5,1001,203
4/29/2022 14:15,504,1.12,0.49,10,0,37.7,10,1001,208
4/29/2022 14:30,494,1.12,0.5,10,0,37.8,10.1,1001,205
4/29/2022 14:45,469,1.12,0.59,9,0,37.4,11.4,1001,204
4/29/2022 15:00,470,1.12,0.64,10,0,37,10,1000,210
4/29/2022 15:15,447,1.13,0.61,12,0,36.4,9.7,1000,195
4/29/2022 15:30,533,1.13,0.39,12,0,36.1,6.8,1000,205
4/29/2022 15:45,462,1.12,0.5,12,0,36.9,7.1,1000,190
4/29/2022 16:00,487,1.13,0.38,12,0,34.8,6.5,1000,184
4/29/2022 16:15,162,1.14,0.4,13,0,33.5,8.4,1000,61
4/29/2022 16:30,271,1.14,0.4,13,0,33.2,7.4,1000,102
4/29/2022 16:45,58.7,1.14,0.4,13,0,32.8,8.2,1000,22
4/29/2022 17:00,32.1,1.14,0.4,13,0,32.5,8.7,1000,12
4/29/2022 17:15,17,1.14,0.3,14,0,31.6,9.6,1001,6
4/29/2022 17:30,16.4,1.14,0.38,14,0,31.6,8.9,1000,6
4/29/2022 17:45,8.41,1.14,0.32,14,0,31.7,9.1,1001,3
4/29/2022 18:00,0,1.15,0.28,14,0,31,12,1001,0
4/29/2022 18:15,0,1.15,0.28,16,0,29.4,12.4,1001,0
4/29/2022 18:30,0,1.15,0.28,16,0,29.5,15.7,1001,0
4/29/2022 18:45,0,1.15,0.28,16,0,30.6,17.4,1001,0
4/29/2022 19:00,0,1.15,0.27,16,0,29.2,18.1,1001,0
4/29/2022 19:15,0,1.15,0.26,16,0,29,18.6,1001,0
4/29/2022 19:30,0,1.15,0.24,16,0,29.1,23.6,1001,0
4/29/2022 19:45,0,1.15,0.25,16,0,29.1,21,1001,0
4/29/2022 20:00,0,1.16,0.22,16,0,28.7,24.3,1001,0
4/29/2022 20:15,0,1.16,0.21,16,0,28.7,25,1001,0
4/29/2022 20:30,0,1.16,0.2,16,0,28.5,29.6,1001,0
4/29/2022 20:45,0,1.16,0.21,16,0,28.7,24.9,1001,0
4/29/2022 21:00,0,1.16,0.18,15,0,28.2,29.7,1001,0
4/29/2022 21:15,0,1.16,0.17,15,0,28,28.2,1002,0
4/29/2022 21:30,0,1.16,0.15,15,0,27.9,28.7,1001,0
4/29/2022 21:45,0,1.16,0.16,15,0,27.8,27.9,1001,0
4/29/2022 22:00,0,1.16,0.11,15,0,27.6,27.7,1002,0
4/29/2022 22:15,0,1.16,0.12,15,0,27.6,27.9,1002,0
4/29/2022 22:30,0,1.16,0.12,15,0,27.6,28.3,1002,0
4/29/2022 22:45,0,1.16,0.12,15,0,27.4,28.6,1002,0
4/29/2022 23:00,0,1.16,0.12,14,0,27.1,28.6,1002,0
4/29/2022 23:15,0,1.16,0.06,14,0,26.8,28.6,1002,0
4/29/2022 23:30,0,1.16,0.09,14,0,27,28.7,1002,0
4/29/2022 23:45,0,1.17,0.09,14,0,26.4,28.7,1002,0
4/30/2022 0:00,0,1.17,0.05,14,0,26.3,28.8,1002,0
4/30/2022 0:15,0,1.17,0.07,14,0,25.8,28.4,1002,0
4/30/2022 0:30,0,1.17,0.07,14,0,25.3,28.1,1002,0
4/30/2022 0:45,0,1.17,0.06,14,0,26.2,28.6,1002,0
4/30/2022 1:00,0,1.17,0.07,14,0,25.2,27.9,1002,0
4/30/2022 1:15,0,1.17,0.07,15,0,24.2,28,1002,0
4/30/2022 1:30,0,1.17,0.07,15,0,25,28.1,1002,0
4/30/2022 1:45,0,1.17,0.07,15,0,25,28.2,1002,0
4/30/2022 2:00,0,1.17,0.07,15,0,24.2,28.3,1002,0
4/30/2022 2:15,0,1.18,0.02,16,0,23.4,28.7,1002,0
4/30/2022 2:30,0,1.17,0.06,16,0,24,28.4,1002,0
4/30/2022 2:45,0,1.18,0.06,17,0,23.5,28.3,1002,0
4/30/2022 3:00,0,1.18,0,17,0,23.3,28.8,1002,0
4/30/2022 3:15,114,1.18,0,21,0,22.5,28.2,1003,36
4/30/2022 3:30,133,1.18,0,23,0,22.4,28,1003,42
4/30/2022 3:45,28.5,1.18,0,18,0,23.3,28.2,1003,9
4/30/2022 4:00,333,1.18,0,24,0,22.3,27.9,1003,105
4/30/2022 4:15,372,1.18,0,28,0,22.1,27.5,1004,117
4/30/2022 4:30,759,1.18,0,34,0,22.3,27.6,1004,239
4/30/2022 4:45,381,1.18,0,32,0,22.3,27.5,1004,120
4/30/2022 5:00,1560,1.19,0,46,0,22.1,27,1005,490
4/30/2022 5:15,1570,1.19,0,50,0,22.2,26.8,1005,493
4/30/2022 5:30,1730,1.19,0,52,0,22.5,26.4,1006,544
4/30/2022 5:45,1850,1.19,0,55,0,22.2,26.2,1005,583
4/30/2022 6:00,2160,1.19,0,59,0,22.5,25.6,1006,682
4/30/2022 6:15,2400,1.18,0,56,0,24.3,24.1,1006,762
4/30/2022 6:30,2220,1.18,0,55,0,23.4,25.3,1006,703
4/30/2022 6:45,2370,1.18,0,55,0,24.2,25.3,1006,750
4/30/2022 7:00,2450,1.18,0,54,0,24.4,24,1006,778
4/30/2022 7:15,2570,1.17,0,49,0,26.4,22.7,1007,827
4/30/2022 7:30,2430,1.17,0,51,0,26.1,23.5,1007,781
4/30/2022 7:45,2580,1.17,0,54,0,26,23.2,1007,827
4/30/2022 8:00,2580,1.17,0,46,0,26.6,22.5,1007,831
4/30/2022 8:15,2590,1.16,0,46,0,28,22,1007,846
4/30/2022 8:30,2600,1.16,0,43,0,28.5,22.3,1007,853
4/30/2022 8:45,2550,1.16,0,43,0,28.5,22.2,1007,834
4/30/2022 9:00,2620,1.16,0,37,0,29,21.6,1007,861
4/30/2022 9:15,2610,1.15,0,36,0,30.6,22,1007,869
4/30/2022 9:30,2640,1.16,0,34,0,29.5,22.3,1007,871
4/30/2022 9:45,2610,1.15,0,36,0,30.9,22.3,1007,872
4/30/2022 10:00,2620,1.15,0,30,0,31,22.4,1007,876
4/30/2022 10:15,2590,1.15,0,30,0,32.5,24.4,1007,877
4/30/2022 10:30,2610,1.15,0,27,0,31.5,23.8,1007,876
4/30/2022 10:45,2600,1.15,0,30,0,31.9,23.5,1007,877
4/30/2022 11:00,2590,1.15,0,24,0,32.5,24.5,1007,877
4/30/2022 11:15,2560,1.15,0,23,0,32.7,26.1,1007,868
4/30/2022 11:30,2550,1.15,0,22,0,32.6,26.6,1007,865
4/30/2022 11:45,2570,1.15,0,22,0,32.6,25.2,1007,871
4/30/2022 12:00,2520,1.14,0,20,0,33.3,27.4,1007,862
4/30/2022 12:15,2440,1.14,0,20,0,33.2,28.1,1007,832
4/30/2022 12:30,2460,1.14,0,20,0,33.2,29.2,1007,840
4/30/2022 12:45,2520,1.14,0,19,0,33.2,27.8,1007,861
4/30/2022 13:00,2430,1.15,0,18,0,33.1,29.6,1007,827
4/30/2022 13:15,2260,1.15,0,18,0,31.9,31.2,1007,764
4/30/2022 13:30,2430,1.15,0,18,0,32.3,30,1007,823
4/30/2022 13:45,2310,1.15,0,18,0,32.6,30.7,1007,785
4/30/2022 14:00,2260,1.15,0,18,0,31.9,31.4,1007,762
4/30/2022 14:15,2110,1.16,0,20,0,30.1,31.7,1007,700
4/30/2022 14:30,2110,1.15,0,21,0,30.9,31.6,1007,705
4/30/2022 14:45,1960,1.16,0,19,0,30.1,31.8,1007,650
4/30/2022 15:00,1940,1.16,0,21,0,30,32.1,1007,642
4/30/2022 15:15,1630,1.16,0,22,0,29.7,31.8,1008,540
4/30/2022 15:30,1440,1.16,0,23,0,29.5,29.8,1008,474
4/30/2022 15:45,1290,1.16,0,22,0,29.7,30.7,1008,427
4/30/2022 16:00,1300,1.17,0,26,0,27.9,29.8,1008,422
4/30/2022 16:15,703,1.17,0,30,0,26.9,28.5,1008,227
4/30/2022 16:30,925,1.17,0,27,0,27,29.2,1009,299
4/30/2022 16:45,344,1.17,0,29,0,26.9,29.2,1008,111
4/30/2022 17:00,110,1.18,0,32,0,25.7,28.4,1009,35
4/30/2022 17:15,88.4,1.18,0,39,0,24.1,26.8,1009,28
4/30/2022 17:30,50.5,1.18,0,35,0,24.4,28.4,1010,16
4/30/2022 17:45,6.3,1.18,0,38,0,24.6,26.9,1009,2
4/30/2022 18:00,0,1.18,0,40,0,23.9,26.7,1010,0
4/30/2022 18:15,0,1.19,0,47,0,22.8,24.3,1011,0
4/30/2022 18:30,0,1.19,0,43,0,23.3,24.7,1011,0
4/30/2022 18:45,0,1.19,0,44,0,22.2,25.2,1010,0
4/30/2022 19:00,0,1.19,0,47,0,22.2,24.3,1011,0
4/30/2022 19:15,0,1.2,0,55,0,21.2,23.8,1012,0
4/30/2022 19:30,0,1.19,0,56,0,21.7,22.4,1011,0
4/30/2022 19:45,0,1.19,0,49,0,21.8,22,1011,0
4/30/2022 20:00,0,1.2,0,56,0,21,22,1012,0
4/30/2022 20:15,0,1.2,0,59,0,20.4,20.7,1012,0
4/30/2022 20:30,0,1.2,0,58,0,20.1,21.5,1012,0
4/30/2022 20:45,0,1.2,0,62,0,20.4,20.6,1012,0
4/30/2022 21:00,0,1.2,0,62,0,20,19.6,1012,0
4/30/2022 21:15,0,1.2,0,66,0,19.7,18.8,1012,0
4/30/2022 21:30,0,1.2,0,67,0,19.4,17.7,1012,0
4/30/2022 21:45,0,1.21,0,68,0,19.1,18.3,1012,0
4/30/2022 22:00,0,1.21,0,68,0,19.1,15.5,1012,0
4/30/2022 22:15,0,1.21,0.01,70,0,19,15.5,1012,0
4/30/2022 22:30,0,1.21,0.01,69,0,18.3,16,1012,0
4/30/2022 22:45,0,1.21,0.01,72,0,18.7,16,1012,0
4/30/2022 23:00,0,1.21,0.01,73,0,18.2,16.3,1012,0
4/30/2022 23:15,0,1.21,0.02,78,0,17.8,16.1,1012,0
4/30/2022 23:30,0,1.21,0.02,74,0,17.9,15.8,1012,0
4/30/2022 23:45,0,1.21,0.02,77,0,18.2,16.3,1012,0
5/1/2022 0:00,0,1.21,0.02,78,0,17.4,15.8,1012,0
5/1/2022 0:15,0,1.21,0.01,81,0,16.7,15.2,1011,0
5/1/2022 0:30,0,1.21,0.02,79,0,17.2,15.7,1011,0
5/1/2022 0:45,0,1.21,0.02,80,0,17,15.7,1012,0
5/1/2022 1:00,0,1.22,0,83,0,16.5,15.1,1011,0
5/1/2022 1:15,0,1.22,0,85,0,15.8,14.6,1011,0
5/1/2022 1:30,0,1.22,0,85,0,16.3,14.9,1011,0
5/1/2022 1:45,0,1.22,0,84,0,16.4,15.1,1011,0
5/1/2022 2:00,0,1.22,0,87,0,15.8,14,1011,0
5/1/2022 2:15,0,1.22,0.03,88,0,15.4,13.5,1012,0
5/1/2022 2:30,0,1.22,0.02,90,0,15.6,13.2,1012,0
5/1/2022 2:45,0,1.22,0.04,90,0,15.5,12.6,1012,0
5/1/2022 3:00,0,1.22,0.04,90,0,15.2,12.6,1012,0
5/1/2022 3:15,220,1.22,0.04,90,0,15.3,12.2,1012,68
5/1/2022 3:30,61.4,1.22,0.03,90,0,15.4,12,1012,19
5/1/2022 3:45,269,1.22,0.03,90,0,15.3,12,1012,83
5/1/2022 4:00,336,1.22,0.01,89,0,15.4,11.7,1012,104
5/1/2022 4:15,1450,1.21,0.02,88,0,17.6,8.8,1012,450
5/1/2022 4:30,1210,1.21,0.02,82,0,17,9.2,1012,377
5/1/2022 4:45,1040,1.22,0.02,85,0,16.5,8.5,1012,324
5/1/2022 5:00,1500,1.21,0.04,77,0,17.7,7.9,1012,467
5/1/2022 5:15,1990,1.2,0.04,75,0,20.1,7.9,1013,622
5/1/2022 5:30,1510,1.21,0.04,65,0,18,7.9,1013,470
5/1/2022 5:45,2000,1.2,0.04,70,0,19.7,7.9,1013,625
5/1/2022 6:00,2090,1.2,0.04,62,0,20.5,8,1013,656
5/1/2022 6:15,2120,1.2,0.04,53,0,20.7,8.8,1013,664
5/1/2022 6:30,2390,1.19,0.04,58,0,22.6,8.1,1013,754
5/1/2022 6:45,2130,1.19,0.04,62,0,22.8,9,1013,673
5/1/2022 7:00,2410,1.19,0.03,51,0,22.9,9,1013,760
5/1/2022 7:15,2430,1.19,0.03,42,0,23.5,9.9,1013,768
5/1/2022 7:30,2410,1.19,0.02,41,0,23.6,10,1013,763
5/1/2022 7:45,2430,1.18,0.02,41,0,25,9.1,1013,772
5/1/2022 8:00,2580,1.18,0.01,40,0,25.2,10.2,1013,822
5/1/2022 8:15,2590,1.18,0.01,39,0,26.4,10.2,1013,833
5/1/2022 8:30,2630,1.18,0.01,37,0,26.1,10.7,1013,842
5/1/2022 8:45,2590,1.18,0.01,40,0,26.4,10.7,1012,832
5/1/2022 9:00,2660,1.17,0,33,0,27.4,11.1,1012,863
5/1/2022 9:15,2690,1.17,0,31,0,27.7,11.2,1012,874
5/1/2022 9:30,2680,1.17,0,31,0,27.5,11.2,1012,869
5/1/2022 9:45,2650,1.17,0,33,0,28.4,11.1,1012,866
5/1/2022 10:00,2670,1.17,0,28,0,29.2,11.2,1012,878
5/1/2022 10:15,2640,1.16,0,25,0,29.9,12.8,1012,876
5/1/2022 10:30,2640,1.16,0,28,0,30.4,11.6,1011,877
5/1/2022 10:45,2640,1.16,0,25,0,30.1,13.4,1012,876
5/1/2022 11:00,2630,1.16,0,24,0,30.5,14.8,1011,876
5/1/2022 11:15,2570,1.16,0,24,0,31.2,15.8,1010,861
5/1/2022 11:30,2600,1.16,0,24,0,30.8,16.8,1011,868
5/1/2022 11:45,2600,1.16,0,24,0,30.9,15.9,1011,869
5/1/2022 12:00,2560,1.16,0,21,0,31.2,17.2,1010,858
5/1/2022 12:15,2520,1.16,0,21,0,31.3,17.8,1010,846
5/1/2022 12:30,2540,1.16,0,21,0,31.2,17.8,1010,851
5/1/2022 12:45,2530,1.16,0,21,0,31.2,17.2,1010,847
5/1/2022 13:00,2440,1.16,0,20,0,31.4,18,1010,819
5/1/2022 13:15,2260,1.16,0,20,0,31.4,17.9,1010,758
5/1/2022 13:30,2370,1.16,0,20,0,31.3,17.9,1010,794
5/1/2022 13:45,2370,1.16,0,20,0,31.3,17.6,1010,795
5/1/2022 14:00,2230,1.15,0,20,0,31.3,17.4,1009,749
5/1/2022 14:15,2070,1.15,0,21,0,31.2,17,1009,694
5/1/2022 14:30,2000,1.16,0,21,0,31.1,17.2,1009,671
5/1/2022 14:45,2020,1.15,0,21,0,31.2,17.2,1009,677
5/1/2022 15:00,1880,1.16,0,21,0,30.7,16.9,1009,627
5/1/2022 15:15,1290,1.16,0,22,0,30.4,18,1009,429
5/1/2022 15:30,1390,1.16,0,22,0,29.7,17,1009,461
5/1/2022 15:45,1250,1.16,0,23,0,29.5,17.3,1009,412
5/1/2022 16:00,1240,1.16,0,23,0,29.3,18.2,1009,408
5/1/2022 16:15,1110,1.16,0,25,0,29.2,18.5,1010,365
5/1/2022 16:30,891,1.17,0,24,0,27.4,18.9,1010,289
5/1/2022 16:45,998,1.16,0,25,0,29,19.2,1010,328
5/1/2022 17:00,108,1.17,0,26,0,27.2,20.7,1010,35
5/1/2022 17:15,15.6,1.17,0.01,29,0,26.4,20.9,1010,5
5/1/2022 17:30,62.7,1.18,0.01,29,0,25.6,22.2,1010,20
5/1/2022 17:45,34.3,1.17,0.01,27,0,26.3,21.9,1010,11
5/1/2022 18:00,0,1.18,0.01,29,0,25.5,22.4,1010,0
5/1/2022 18:15,0,1.18,0.04,33,0,24.3,22.4,1011,0
5/1/2022 18:30,0,1.18,0.14,32,0,24.2,22.4,1011,0
5/1/2022 18:45,0,1.18,0.07,30,0,24.9,22.4,1011,0
5/1/2022 19:00,0,1.18,0.18,33,0,24.2,22.4,1011,0
5/1/2022 19:15,0,1.19,0.3,34,0,23.6,21.9,1011,0
5/1/2022 19:30,0,1.19,0.3,35,0,23.4,22.3,1011,0
5/1/2022 19:45,0,1.19,0.24,34,0,23.6,22.1,1011,0
5/1/2022 20:00,0,1.19,0.3,35,0,23.1,21.9,1011,0
5/1/2022 20:15,0,1.19,0.26,36,0,22.1,21.8,1011,0
5/1/2022 20:30,0,1.19,0.25,37,0,22.9,21.8,1011,0
5/1/2022 20:45,0,1.19,0.26,37,0,22.1,21.6,1011,0
5/1/2022 21:00,0,1.19,0.23,38,0,22,21.6,1011,0
5/1/2022 21:15,0,1.2,0.23,41,0,21.3,21.2,1011,0
5/1/2022 21:30,0,1.19,0.22,41,0,22,19.4,1011,0
5/1/2022 21:45,0,1.19,0.21,39,0,21.8,20.8,1011,0
5/1/2022 22:00,0,1.2,0.13,41,0,21.2,19.1,1011,0
5/1/2022 22:15,0,1.2,0.08,42,0,21.1,18.2,1010,0
5/1/2022 22:30,0,1.2,0.05,44,0,20.3,18.6,1010,0
5/1/2022 22:45,0,1.2,0.05,43,0,21,18.7,1010,0
5/1/2022 23:00,0,1.2,0.03,45,0,20.3,18.2,1010,0
5/1/2022 23:15,0,1.2,0.08,47,0,19.3,17,1010,0
5/1/2022 23:30,0,1.2,0.06,46,0,19.7,17.5,1010,0
5/1/2022 23:45,0,1.2,0.08,48,0,19.4,16.4,1010,0
5/2/2022 0:00,0,1.2,0.1,49,0,19.3,16.3,1010,0
5/2/2022 0:15,0,1.21,0.14,53,0,18.4,16.4,1010,0
5/2/2022 0:30,0,1.2,0.11,52,0,18.9,16.6,1009,0
5/2/2022 0:45,0,1.2,0.15,52,0,18.8,16.5,1009,0
5/2/2022 1:00,0,1.21,0.21,54,0,18.3,16.6,1009,0
5/2/2022 1:15,0,1.21,0.21,57,0,18,18.5,1009,0
5/2/2022 1:30,0,1.21,0.21,57,0,17.7,19.1,1009,0
5/2/2022 1:45,0,1.21,0.21,55,0,17.9,18.8,1009,0
5/2/2022 2:00,0,1.21,0.2,58,0,17.5,19.1,1009,0
5/2/2022 2:15,0,1.21,0.25,61,0,17.2,20.6,1009,0
5/2/2022 2:30,0,1.21,0.22,62,0,17,22.4,1009,0
5/2/2022 2:45,0,1.21,0.25,59,0,17.5,19.8,1009,0
5/2/2022 3:00,0,1.21,0.26,62,0,16.8,22.7,1008,0
5/2/2022 3:15,21.9,1.21,0.27,62,0,17.1,23.1,1009,7
5/2/2022 3:30,87.6,1.21,0.27,62,0,16.9,23.3,1009,28
5/2/2022 3:45,65.7,1.21,0.27,62,0,16.9,22.9,1009,21
5/2/2022 4:00,106,1.21,0.27,62,0,17.1,24.4,1009,34
5/2/2022 4:15,111,1.21,0.29,52,0,17.4,24.4,1009,36
5/2/2022 4:30,115,1.21,0.29,61,0,17.1,23.4,1008,37
5/2/2022 4:45,193,1.21,0.28,52,0,17.3,24.3,1008,62
5/2/2022 5:00,193,1.2,0.3,51,0,19.7,22.6,1008,63
5/2/2022 5:15,566,1.2,0.43,43,0,20.2,18.2,1009,197
5/2/2022 5:30,353,1.19,0.38,47,0,22.7,21.7,1008,121
5/2/2022 5:45,348,1.2,0.43,45,0,19.9,21.3,1009,121
5/2/2022 6:00,760,1.19,0.52,36,0,23.4,17.7,1009,280
5/2/2022 6:15,1030,1.18,0.3,34,0,24.9,18.3,1008,343
5/2/2022 6:30,1210,1.18,0.49,34,0,24.2,17.9,1008,439
5/2/2022 6:45,897,1.18,0.29,34,0,25.1,18.2,1008,297
5/2/2022 7:00,1530,1.17,0.18,30,0,25.9,18.3,1008,491
5/2/2022 7:15,2130,1.16,0.28,23,0,28.6,18.2,1008,723
5/2/2022 7:30,1870,1.17,0.3,27,0,27.3,18.1,1008,634
5/2/2022 7:45,1960,1.17,0.25,30,0,26,17.9,1008,642
5/2/2022 8:00,2230,1.16,0.32,22,0,28.8,17.1,1008,775
5/2/2022 8:15,1290,1.16,0.75,22,0,30.1,15.6,1008,571
5/2/2022 8:30,2060,1.16,0.38,22,0,28.9,10.6,1008,737
5/2/2022 8:45,1000,1.16,0.76,22,0,29.3,14,1008,444
5/2/2022 9:00,916,1.16,0.81,19,0,30.4,10.3,1008,420
5/2/2022 9:15,721,1.15,0.77,19,0,31.1,8.6,1008,327
5/2/2022 9:30,836,1.15,0.7,19,0,31,9.7,1008,363
5/2/2022 9:45,871,1.16,0.7,19,0,30.5,6.8,1008,376
5/2/2022 10:00,660,1.15,0.53,18,0,31.4,5.9,1007,261
5/2/2022 10:15,473,1.15,0.5,18,0,31.4,5.8,1007,184
5/2/2022 10:30,473,1.15,0.5,18,0,31.4,5.8,1007,184
5/2/2022 10:45,299,1.15,0.49,18,0,31.5,5.3,1007,116
5/2/2022 11:00,226,1.15,0.48,18,0,31.5,5.2,1006,87
5/2/2022 11:15,414,1.15,0.65,19,0,31.3,8.6,1006,175
5/2/2022 11:30,298,1.15,0.5,19,0,31.3,9.4,1006,116
5/2/2022 11:45,244,1.15,0.5,19,0,31.4,6.2,1006,95
5/2/2022 12:00,418,1.15,0.72,19,0,31.3,13.7,1006,184
5/2/2022 12:15,460,1.15,0.55,20,0,31.3,17.7,1006,184
5/2/2022 12:30,418,1.15,0.72,20,0,31.2,16.1,1006,184
5/2/2022 12:45,428,1.15,0.68,20,0,31.2,15.9,1006,184
5/2/2022 13:00,468,1.15,0.52,20,0,31.2,18.7,1006,184
5/2/2022 13:15,369,1.15,0.6,21,0,30.8,21.1,1006,151
5/2/2022 13:30,323,1.15,0.54,21,0,30.9,20.7,1007,128
5/2/2022 13:45,205,1.15,0.61,21,0,30.5,19.2,1006,84
5/2/2022 14:00,53.7,1.16,0.61,21,0,30.5,21.2,1007,22
5/2/2022 14:15,385,1.15,0.11,21,0,30.3,23.4,1006,128
5/2/2022 14:30,527,1.15,0.09,21,0,30.3,25.9,1006,175
5/2/2022 14:45,697,1.16,0.26,21,0,30.2,23.7,1006,238
5/2/2022 15:00,867,1.16,0.02,21,0,30.2,27.7,1006,288
5/2/2022 15:15,526,1.16,0.05,23,0,29.2,31.4,1006,173
5/2/2022 15:30,784,1.16,0.14,22,0,29.1,34.3,1006,258
5/2/2022 15:45,697,1.15,0.16,23,0,30,33.3,1005,231
5/2/2022 16:00,484,1.16,0.21,23,0,29.1,34.4,1005,160
5/2/2022 16:15,337,1.16,0.37,25,0,28.2,36.7,1004,119
5/2/2022 16:30,230,1.16,0.24,24,0,27.6,36.2,1004,76
5/2/2022 16:45,170,1.16,0.38,26,0,27.8,36.5,1005,60
5/2/2022 17:00,64.2,1.16,0.41,26,0,27.5,36.9,1004,23
5/2/2022 17:15,66.5,1.17,0.35,29,0,26.9,37,1004,23
5/2/2022 17:30,57.9,1.17,0.35,28,0,26.7,37,1004,20
5/2/2022 17:45,42.9,1.16,0.36,29,0,27.5,37.4,1004,15
5/2/2022 18:00,0,1.17,0.27,29,0,26.5,37.8,1004,0
5/2/2022 18:15,0,1.17,0.28,31,0,25.2,38.2,1004,0
5/2/2022 18:30,0,1.17,0.28,30,0,26.1,37.8,1004,0
5/2/2022 18:45,0,1.17,0.28,34,0,25.3,38.1,1004,0
5/2/2022 19:00,0,1.17,0.28,35,0,25,38.8,1004,0
5/2/2022 19:15,0,1.17,0.22,35,0,25,38.6,1004,0
5/2/2022 19:30,0,1.17,0.19,35,0,25,38.1,1004,0
5/2/2022 19:45,0,1.17,0.18,35,0,25,38.7,1003,0
5/2/2022 20:00,0,1.17,0.14,34,0,25,37.1,1003,0
5/2/2022 20:15,0,1.17,0.12,34,0,25,35.1,1003,0
5/2/2022 20:30,0,1.17,0.07,34,0,25,35.5,1003,0
5/2/2022 20:45,0,1.17,0.09,34,0,24.9,35.6,1003,0
5/2/2022 21:00,0,1.17,0.05,33,0,24.9,34.7,1002,0
5/2/2022 21:15,0,1.17,0.05,33,0,24.6,31.5,1002,0
5/2/2022 21:30,0,1.17,0.05,33,0,24.4,25.4,1002,0
5/2/2022 21:45,0,1.17,0.04,33,0,24.6,26.3,1002,0
5/2/2022 22:00,0,1.17,0.03,33,0,24.3,25.4,1002,0
5/2/2022 22:15,0,1.17,0.03,34,0,23.8,25.2,1001,0
5/2/2022 22:30,0,1.17,0.03,35,0,23.6,19.9,1001,0
5/2/2022 22:45,0,1.17,0.03,34,0,24.3,24.1,1001,0
5/2/2022 23:00,0,1.18,0,35,0,23.1,17.3,1001,0
5/2/2022 23:15,0,1.18,0,35,0,23.2,15,1001,0
5/2/2022 23:30,0,1.18,0,35,0,23.2,14.3,1001,0
5/2/2022 23:45,0,1.18,0,35,0,23.1,16.9,1001,0
5/3/2022 0:00,0,1.18,0,34,0,23.2,13.7,1001,0
5/3/2022 0:15,0,1.18,0,41,0,21.7,15.3,1001,0
5/3/2022 0:30,0,1.18,0,36,0,22.5,19.6,1001,0
5/3/2022 0:45,0,1.18,0,37,0,22.7,18.1,1001,0
5/3/2022 1:00,0,1.19,0,41,0,20.3,20,1001,0
5/3/2022 1:15,0,1.19,0,42,0,20.2,20.3,1001,0
5/3/2022 1:30,0,1.19,0,42,0,20.2,23.1,1001,0
5/3/2022 1:45,0,1.19,0,42,0,20.2,22.2,1001,0
5/3/2022 2:00,0,1.19,0,42,0,20.1,23.4,1001,0
5/3/2022 2:15,0,1.19,0,42,0,20.2,23.9,1001,0
5/3/2022 2:30,0,1.19,0,42,0,20.2,26.3,1001,0
5/3/2022 2:45,0,1.19,0,42,0,20.1,24.3,1001,0
5/3/2022 3:00,0,1.19,0,42,0,20.2,27.1,1001,0
5/3/2022 3:15,6.4,1.19,0,42,0,20.3,28.2,1002,2
5/3/2022 3:30,134,1.19,0,42,0,20.4,27.6,1002,42
5/3/2022 3:45,195,1.19,0,42,0,20.3,27.5,1002,61
5/3/2022 4:00,377,1.19,0,42,0,20.6,28.6,1002,118
5/3/2022 4:15,832,1.18,0,40,0,22.5,27.8,1003,262
5/3/2022 4:30,525,1.18,0,40,0,21.8,27.6,1003,165
5/3/2022 4:45,388,1.18,0,40,0,21.8,28.6,1003,122
5/3/2022 5:00,1590,1.18,0,39,0,22.5,26.6,1003,501
5/3/2022 5:15,1720,1.17,0,39,0,24.6,26.8,1003,545
5/3/2022 5:30,1880,1.18,0,37,0,22.6,26.6,1003,592
5/3/2022 5:45,1790,1.18,0,39,0,23.9,26.8,1004,565
5/3/2022 6:00,2190,1.17,0,35,0,24.7,26.9,1004,695
5/3/2022 6:15,2450,1.17,0,32,0,26.5,27.4,1004,788
5/3/2022 6:30,2470,1.17,0,34,0,25.3,27.8,1004,785
5/3/2022 6:45,2470,1.17,0,32,0,25.6,27.3,1004,787
5/3/2022 7:00,2490,1.17,0,31,0,26.8,28.2,1004,802
5/3/2022 7:15,2550,1.16,0,29,0,27.7,28.6,1005,827
5/3/2022 7:30,2510,1.16,0,31,0,27.5,28.6,1005,813
5/3/2022 7:45,2520,1.16,0,29,0,28,29.5,1005,821
5/3/2022 8:00,2610,1.16,0,28,0,28.7,30.5,1005,856
5/3/2022 8:15,2680,1.16,0,28,0,29.5,30.9,1005,883
5/3/2022 8:30,2660,1.16,0,27,0,28.8,30.9,1005,871
5/3/2022 8:45,2620,1.16,0,26,0,29.2,30.6,1005,863
5/3/2022 9:00,2660,1.15,0,25,0,30.3,31.1,1005,883
